"Name","Address","City","Cuisine","PriceRange","Rating","ReviewCount","Phone","Source","Region"
P.F. Chang's,17455 Biscayne Blvd,"North Miami Beach, FL 33160",Asian/Chinese,$$,4.7/5 Google,1372,N/A,Restaurantji,North Miami Beach
La Matera Kosher Argentinian Steakhouse,3073 NE 163rd St,"North Miami Beach, FL 33160",Argentine/Kosher Steakhouse,$$$,4.8/5 Google,216,N/A,Restaurantji,North Miami Beach
Kavkaz Restaurant,15504 Biscayne Blvd,"North Miami Beach, FL 33162",Georgian/Caucasus,$$,4.4/5 Google,375,N/A,Restaurantji,North Miami Beach
Pura Vida Miami (North Miami Beach),15180 Biscayne Blvd,"North Miami Beach, FL 33162",Health Food,$$,4.8/5 Google,207,N/A,Restaurantji,North Miami Beach
Smash House Burgers Miami,1550 NE 164th St,"North Miami Beach, FL 33162",Burgers,$,4.6/5 Google,455,N/A,Restaurantji,North Miami Beach
Carne en Vara Express,2590 NE 186th St,"North Miami Beach, FL",Venezuelan,$$,4.5/5 Google,271,N/A,Restaurantji,North Miami Beach
Sushi Sake Miami Gardens,1608 NE Miami Gardens Dr Unit 70,"North Miami Beach, FL 33179",Japanese/Sushi,$$,4.2/5 Google,144,N/A,Restaurantji,North Miami Beach
Peppo Argentinian Restaurant,18190 W Dixie Hwy,"North Miami Beach, FL 33160",Argentine,$$,4.6/5 Google,153,N/A,Restaurantji,North Miami Beach
Iron Sushi,16350 W Dixie Hwy,"North Miami Beach, FL 33160",Japanese/Sushi,$$,4.5/5 Google,285,N/A,Restaurantji,North Miami Beach
Boteco do Manolo,3161 NE 163rd St,"North Miami Beach, FL 33160",Brazilian,$$,4.3/5 Google,40,N/A,Restaurantji,North Miami Beach
Thai House II,2250 NE 163rd St,"North Miami Beach, FL 33160",Thai,$$,4.1/5 Google,326,N/A,Restaurantji,North Miami Beach
Jonjoli Georgian Cafe,17010 W Dixie Hwy Ste C,"North Miami Beach, FL 33160",Georgian,$$,4.7/5 Google,82,N/A,Restaurantji,North Miami Beach
Wok Place Inc,17048 W Dixie Hwy,"North Miami Beach, FL 33160",Chinese,$,5.0/5 Google,15,N/A,Restaurantji,North Miami Beach
Cheen Huaye - Southern Mexican Cuisine,15400 Biscayne Blvd,"North Miami Beach, FL 33162",Mexican,$$,4.4/5 Google,316,N/A,Restaurantji,North Miami Beach
House of Food Porn,199 NW 62nd St A,"Miami, FL 33150",Japanese/Omakase Fusion,$$$$,5.0/5 Tripadvisor,704,N/A,Official Website / Tripadvisor,Little Haiti
Blue Collar,6730 Biscayne Blvd,"Miami, FL 33138",American,N/A,N/A,N/A,N/A,OpenStreetMap,Little Haiti
Balans,6789 Biscayne Blvd,"Miami, FL 33138",American,N/A,N/A,N/A,N/A,OpenStreetMap,Little Haiti
Dogma Grill,7010 Biscayne Blvd,"Miami, FL 33138",American/Hot Dogs,N/A,N/A,N/A,N/A,OpenStreetMap,Little Haiti
Blessing,8427 NE 2nd Ave,"Miami, FL 33138",Haitian,N/A,N/A,N/A,N/A,OpenStreetMap,Little Haiti
Fire Kitchen and Bar,8303 NE 2nd Ave,"Miami, FL 33138",American,N/A,N/A,N/A,N/A,OpenStreetMap,Little Haiti
Crisppis Miami,2917 Biscayne Blvd,"Miami, FL 33137",American/Burger,N/A,N/A,N/A,N/A,OpenStreetMap,Midtown
Flyfuel Food Co.,154 NE 29th St,"Miami, FL 33137",Health Food,N/A,N/A,N/A,N/A,OpenStreetMap,Midtown
Crab du Jour,3201 N Miami Ave,"Miami, FL 33127",Seafood/Cajun,N/A,N/A,N/A,N/A,OpenStreetMap,Midtown
Mangal,2929 Biscayne Blvd,"Miami, FL 33137",Turkish/Mediterranean,N/A,N/A,N/A,N/A,OpenStreetMap,Midtown
Shelter Restaurant - Miami,10 NE 27th St,"Miami, FL 33137",American,N/A,N/A,N/A,N/A,OpenStreetMap,Midtown
Las Rosas,2898 NW 7th Ave,"Miami, FL 33127",Bar/American,N/A,N/A,N/A,N/A,OpenStreetMap / Official Website,Allapattah
Mercato,4141 NE 2nd Ave,"Miami, FL 33137",Italian,N/A,N/A,N/A,N/A,OpenStreetMap,Design District
Palat,4702 NE 2nd Ave,"Miami, FL 33137",Italian,N/A,N/A,N/A,N/A,OpenStreetMap,Design District
The District Miami,190 NE 46th St,"Miami, FL 33137",American,N/A,N/A,N/A,N/A,OpenStreetMap,Design District
Okami,156 NE 41st St,"Miami, FL 33137",Japanese,N/A,N/A,N/A,N/A,OpenStreetMap,Design District
Japow,151 NE 41st St,"Miami, FL 33137",Japanese,N/A,N/A,N/A,N/A,OpenStreetMap,Design District
ZZ's Sushi Bar,151 NE 41st St,"Miami, FL 33137",Japanese/Sushi,N/A,N/A,N/A,N/A,OpenStreetMap,Design District
YOSO Sushi,87 NE 40th St,"Miami, FL 33137",Japanese,N/A,N/A,N/A,N/A,OpenStreetMap,Design District
Wayan Miami,50 NW 24th St,"Miami, FL 33127",Indonesian,N/A,N/A,N/A,N/A,OpenStreetMap,Wynwood
FREEHOLD Miami,2219 NW 2nd Ave,"Miami, FL 33127",American/Bar,N/A,N/A,N/A,N/A,OpenStreetMap,Wynwood
Sha Wynwood,97 NW 25th St,"Miami, FL 33127",Mediterranean,N/A,N/A,N/A,N/A,OpenStreetMap,Wynwood
305 Pizza,151 NW 24th St,"Miami, FL 33127",Pizza,N/A,N/A,N/A,N/A,OpenStreetMap,Wynwood
La Birra Bar,250 NW 24th St,"Miami, FL 33127",Argentinian/Burger,N/A,N/A,N/A,N/A,OpenStreetMap,Wynwood
Beaker & Gray,2637 N Miami Ave,"Miami, FL 33127",American/Bar,N/A,N/A,N/A,N/A,OpenStreetMap,Wynwood
Wynwood Smoke and Lounge,320 NW 24th St,"Miami, FL 33127",Middle Eastern,N/A,N/A,N/A,N/A,OpenStreetMap,Wynwood
Smart Bowls Miami,542 NW 30th St,"Miami, FL 33127",Mediterranean/Healthy,N/A,N/A,N/A,N/A,OpenStreetMap,Wynwood
El Bajareque,278 NW 36th St,"Miami, FL 33127",Puerto Rican,N/A,N/A,N/A,N/A,OpenStreetMap,Wynwood
El Cartel Colombian Restaurant,194 SE 1st Ave,"Miami, FL 33131",Colombian,N/A,N/A,N/A,N/A,OpenStreetMap,Downtown Miami
Giardino Gourmet Salads,169 E Flagler St,"Miami, FL 33131",Salads/American,N/A,N/A,N/A,N/A,OpenStreetMap,Downtown Miami
Iron Sushi,120 SE 3rd Ave,"Miami, FL 33131",Japanese/Sushi,N/A,N/A,N/A,N/A,OpenStreetMap,Downtown Miami
Camila's Restaurante Brasileiro,129 SE 1st Ave,"Miami, FL 33131",Brazilian,N/A,N/A,N/A,N/A,OpenStreetMap,Downtown Miami
Manna Life Food,80 NE 2nd Ave,"Miami, FL 33132",Vegan/Health Food,N/A,N/A,N/A,N/A,OpenStreetMap,Downtown Miami
Motek - Mediterranean Cafe & Restaurant,36 NE 1st St,"Miami, FL 33132",Mediterranean,N/A,N/A,N/A,N/A,OpenStreetMap,Downtown Miami
Manolo & Rene Grill,188 NE 3rd Ave,"Miami, FL 33132",Cuban,N/A,N/A,N/A,N/A,OpenStreetMap,Downtown Miami
Ten Fruits,143 NE 3rd Ave,"Miami, FL 33132",Juice/Salad/Sandwich,N/A,N/A,N/A,N/A,OpenStreetMap,Downtown Miami
Margaritaville,401 Biscayne Blvd,"Miami, FL 33132",Caribbean/American,N/A,N/A,N/A,N/A,OpenStreetMap,Downtown Miami
Jar and Fork,270 E Flagler St,"Miami, FL 33131",American,N/A,N/A,N/A,N/A,OpenStreetMap,Downtown Miami
Mario the Baker Pizza,43 W Flagler St,"Miami, FL 33128",Pizza,N/A,N/A,N/A,N/A,OpenStreetMap,Downtown Miami
Meraki Greek Bistro,142 SE 1st Ave,"Miami, FL 33131",Greek,N/A,N/A,N/A,N/A,OpenStreetMap,Downtown Miami
La Granja,127 SE 2nd Ave,"Miami, FL 33131",Peruvian/Chicken,N/A,N/A,N/A,N/A,OpenStreetMap,Downtown Miami
New York Roma Pizza,125 SE 2nd Ave,"Miami, FL 33131",Pizza/Italian,N/A,N/A,N/A,N/A,OpenStreetMap,Downtown Miami
The Cocinita Miami,70 SE 5th St,"Miami, FL 33131",Latin American,N/A,N/A,N/A,N/A,OpenStreetMap,Downtown Miami
Maple & Ash,699 NE 1st Ave,"Miami, FL 33132",American/Steakhouse,N/A,N/A,N/A,N/A,OpenStreetMap,Downtown Miami
Gordon Ramsay Hell's Kitchen,340 SE 3rd St,"Miami, FL 33131",American,N/A,N/A,N/A,N/A,OpenStreetMap,Downtown Miami
Chick'n Grill,250 SW 8th St,"Miami, FL 33130",American/Chicken,N/A,N/A,N/A,N/A,OpenStreetMap,Brickell
La Moon,97 SW 8th St,"Miami, FL 33130",Colombian,N/A,N/A,N/A,N/A,OpenStreetMap,Brickell
Baires Grill,1010 S Miami Ave,"Miami, FL 33130",Argentinian/Steakhouse,N/A,N/A,N/A,N/A,OpenStreetMap,Brickell
The Arketekt by Aficionados,1200 Brickell Bay Dr,"Miami, FL 33131",Lounge/American,N/A,N/A,N/A,N/A,OpenStreetMap,Brickell
La Estacion Cafe,1390 Brickell Ave,"Miami, FL 33131",Cuban,N/A,N/A,N/A,N/A,OpenStreetMap,Brickell
Okeydokey,268 SW 8th St,"Miami, FL 33130",American,N/A,N/A,N/A,N/A,OpenStreetMap,Brickell
Kan Sushi,900 S Miami Ave,"Miami, FL 33130",Japanese/Sushi,N/A,N/A,N/A,N/A,OpenStreetMap,Brickell
Mercado Japones,1036 S Miami Ave,"Miami, FL 33130",Japanese,N/A,N/A,N/A,N/A,OpenStreetMap,Brickell
Cajun Boil,141 SW 7th St,"Miami, FL 33130",Seafood/Cajun,N/A,N/A,N/A,N/A,OpenStreetMap,Brickell
Batch Gastropub,30 SW 12th St,"Miami, FL 33130",American Gastropub,N/A,N/A,N/A,N/A,OpenStreetMap,Brickell
La Sandwicherie,34 SW 8th St,"Miami, FL 33130",French/Sandwiches,N/A,N/A,N/A,N/A,OpenStreetMap,Brickell
Tacos Atarantados Brickell,1250 S Miami Ave,"Miami, FL 33130",Mexican,N/A,N/A,N/A,N/A,OpenStreetMap,Brickell
Blackbird Ordinary,729 SW 1st Ave,"Miami, FL 33130",American/Bar,N/A,N/A,N/A,N/A,OpenStreetMap,Brickell
North Italia,900 S Miami Ave,"Miami, FL 33130",Italian,N/A,N/A,N/A,N/A,OpenStreetMap,Brickell
Piola Brickell,1250 S Miami Ave,"Miami, FL 33130",Italian/Pizza,N/A,N/A,N/A,N/A,OpenStreetMap,Brickell
Barton G the Restaurant,1427 West Ave,"Miami Beach, FL 33139",American/Eclectic,N/A,N/A,N/A,N/A,OpenStreetMap,Miami Beach
Lokum,1629 Alton Rd,"Miami Beach, FL 33139",Turkish,N/A,N/A,N/A,N/A,OpenStreetMap,Miami Beach
Sardinia Enoteca Ristorante,1801 Purdy Ave,"Miami Beach, FL 33139",Italian/Sardinian,N/A,N/A,N/A,N/A,OpenStreetMap,Miami Beach
NaiYaRa,1854 Bay Rd,"Miami Beach, FL 33139",Thai,N/A,N/A,N/A,N/A,OpenStreetMap,Miami Beach
Meat Market,915 Lincoln Rd,"Miami Beach, FL 33139",Steakhouse,N/A,N/A,N/A,N/A,OpenStreetMap,Miami Beach
Doraku Sushi,1104 Lincoln Rd,"Miami Beach, FL 33139",Japanese/Sushi,N/A,N/A,N/A,N/A,OpenStreetMap,Miami Beach
Carmelo Family Kitchen,920 Lincoln Rd,"Miami Beach, FL 33139",Argentinian/Steakhouse,N/A,N/A,N/A,N/A,OpenStreetMap,Miami Beach
Icebox Cafe,1855 Purdy Ave,"Miami Beach, FL 33139",American/Breakfast,N/A,N/A,N/A,N/A,OpenStreetMap,Miami Beach
Macaluso's,1747 Alton Rd,"Miami Beach, FL 33139",Italian,N/A,N/A,N/A,N/A,OpenStreetMap,Miami Beach
Chotto Matte,1664 Lenox Ave,"Miami Beach, FL 33139",Japanese-Peruvian (Nikkei),N/A,N/A,N/A,N/A,OpenStreetMap,Miami Beach
Stiltsville Fish Bar,1787 Purdy Ave,"Miami Beach, FL 33139",Seafood,N/A,N/A,N/A,N/A,OpenStreetMap,Miami Beach
Havana 1957,819 Lincoln Rd,"Miami Beach, FL 33139",Cuban,N/A,N/A,N/A,N/A,OpenStreetMap,Miami Beach
San Lorenzo Ristorante,620 NE 78th St,"Miami, FL 33138",Italian,N/A,N/A,N/A,N/A,OpenStreetMap,Little River
Tran An,217 NE 82nd St,"Miami, FL 33138",Vietnamese,N/A,N/A,N/A,N/A,OpenStreetMap,Little River
La Santa Taqueria,201 NE 82nd St,"Miami, FL 33138",Mexican,N/A,N/A,N/A,N/A,OpenStreetMap,Little River
Ironside Pizza,7580 NE 4th Ct,"Miami, FL 33138",Pizza,N/A,N/A,N/A,N/A,OpenStreetMap,Little River
Sherwood's,8281 NE 2nd Ave,"Miami, FL 33138",American,N/A,N/A,N/A,N/A,OpenStreetMap,Little River
Doggi's Arepa Bar,7281 Biscayne Blvd,"Miami, FL 33138",Venezuelan,N/A,N/A,N/A,N/A,OpenStreetMap,Little River
Moshi Moshi,7232 Biscayne Blvd,"Miami, FL 33138",Japanese/Sushi,N/A,N/A,N/A,N/A,OpenStreetMap,Little River
Jimmy's Eastside Diner,7201 Biscayne Blvd,"Miami, FL 33138",American/Diner,N/A,N/A,N/A,N/A,OpenStreetMap,Little River
Nido Caffe,7895 Biscayne Blvd,"Miami, FL 33138",Italian/Cafe,N/A,N/A,N/A,N/A,OpenStreetMap,Little River
Cake Thai,7919 Biscayne Blvd,"Miami, FL 33138",Thai,N/A,N/A,N/A,N/A,OpenStreetMap,Little River
Siam Rice Thai and Sushi,7941 Biscayne Blvd,"Miami, FL 33138",Thai/Sushi,N/A,N/A,N/A,N/A,OpenStreetMap,Little River
Yeti's at Skatebird,533 NE 83rd St,"Miami, FL 33138",Pizza,N/A,N/A,N/A,N/A,OpenStreetMap,Little River
Miranda Cuisine and Bar,4299 NW 36th St,"Miami Springs, FL 33166",Latin American,$$$,4.9/5 Google,660,N/A,restaurantji.com,MIA Airport Area
My Little Greek Deli,195 Westward Dr,"Miami Springs, FL 33166",Greek,$$,4.8/5 Google,246,N/A,restaurantji.com,MIA Airport Area
Ceviches by Divino,46 Curtiss Pkwy,"Miami Springs, FL 33166",Peruvian,$$,4.7/5 Google,367,N/A,restaurantji.com,MIA Airport Area
Paco's Way,45 Curtiss Pkwy,"Miami Springs, FL 33166",Spanish,$$$,4.6/5 Google,465,N/A,restaurantji.com,MIA Airport Area
Sushi Sake Miami Springs,1 Westward Dr Bay 1,"Miami Springs, FL 33166",Japanese,$$,4.7/5 Google,395,N/A,restaurantji.com,MIA Airport Area
Cozy Corner,90 Westward Dr,"Miami Springs, FL 33166",American Diner,$$,4.5/5 Google,297,N/A,restaurantji.com,MIA Airport Area
Old Tom's Sports Bar,5001 NW 36th St,"Miami Springs, FL 33166",American,$$,4.3/5 Google,536,N/A,restaurantji.com,MIA Airport Area
Siamo Ristorante & Pizzeria,17 Westward Dr,"Miami Springs, FL 33166",Italian,$$,4.2/5 Google,336,N/A,restaurantji.com,MIA Airport Area
Hole 19 - Scratch Kitchen + Bar,650 Curtiss Pkwy,"Miami Springs, FL 33166",American Gastropub,$$,4.3/5 Google,127,N/A,restaurantji.com,MIA Airport Area
The Pilot House,4909 NW 36th St,"Miami Springs, FL 33166",American Bar,$$,4.4/5 Google,199,N/A,restaurantji.com,MIA Airport Area
Suvi Thai Sushi Restaurant,5683 NW 36th St,"Miami Springs, FL 33166",Thai/Sushi,$$,4.2/5 Google,259,N/A,restaurantji.com,MIA Airport Area
Antojos Peruanos,261 Westward Dr Ste 105,"Miami Springs, FL 33166",Peruvian,$$,4.2/5 Google,68,N/A,restaurantji.com,MIA Airport Area
Sr de los Tacos,2070 NW 107th Ave,"Sweetwater, FL 33172",Mexican,$$,4.7/5 Google,408,N/A,restaurantji.com,Sweetwater
107 Taste Asian Restaurant,1679 SW 107th Ave,"Miami (Sweetwater/FIU), FL 33174",Asian,$$,4.9/5 Google,971,N/A,restaurantji.com,Sweetwater
Bandeja Paisa Restaurant,9511 W Flagler St,"Miami (Sweetwater/Fontainebleau), FL 33174",Colombian,$$,4.9/5 Google,3312,N/A,restaurantji.com,Sweetwater
Recoveco,6000 SW 74th St Ste 1,"South Miami, FL 33143",Seafood,$$$,5.0/5 Google,84,N/A,restaurantji.com,South Miami
Tokyo Tuna Sushi,5800 SW 73rd St,"South Miami, FL 33143",Japanese,$$,4.4/5 Google,96,N/A,restaurantji.com,South Miami
Pla-Tu Sushi Thai Tapas,6101 Sunset Dr,"South Miami, FL 33143",Japanese/Thai,$$,4.7/5 Google,168,N/A,restaurantji.com,South Miami
Fratelli By Jholano's,8860 SW 72nd Pl,"Miami (Kendall), FL 33156",Italian Bar,$$,4.0/5 Google,353,N/A,restaurantji.com,Kendall
Shiraz Bistro & Market,9630 SW 77th Ave,"Miami (Kendall), FL 33156",Persian,$$,4.6/5 Google,225,N/A,restaurantji.com,Kendall
Ranchito mi Peru IV,9636 SW 77th Ave,"Miami (Kendall), FL 33156",Peruvian,$$,4.7/5 Google,18,N/A,restaurantji.com,Kendall
Tucandela Bar,8405 Mills Dr Ste 208,"Kendall, FL 33183",Bar/Latin,$$,3.1/5 Google,221,N/A,restaurantji.com,Kendall
Sushi KONG,3000 Coral Wy,"Coral Gables, FL 33145",Japanese/Sushi,$$$,4.9/5 Google,519,N/A,restaurantji.com,Coral Gables
Miss Crispy Rice / Omakase,808 Ponce de Leon Blvd,"Coral Gables, FL 33134",Sushi Bar,$$$$,4.5/5 Google,215,N/A,restaurantji.com,Coral Gables
Piccola Pizzeria,2305 Ponce de Leon Blvd,"Coral Gables, FL 33134",Pizza,$$,4.9/5 Google,269,N/A,restaurantji.com,Coral Gables
Bistro Cafe,4155 Laguna St,"Coral Gables, FL 33146",Brunch/Cafe,$$,4.9/5 Google,709,N/A,restaurantji.com,Coral Gables
Francesco,278 Miracle Mile,"Coral Gables, FL 33134",Italian/Wine Bar,$$$,4.7/5 Google,311,N/A,restaurantji.com,Coral Gables
CRAFT Coral Gables,127 Giralda Ave,"Coral Gables, FL 33134",American Breakfast,$$$,4.9/5 Google,669,N/A,restaurantji.com,Coral Gables
Naked Farmer,137 Giralda Ave,"Coral Gables, FL 33134",New American,$$$,4.7/5 Google,263,N/A,restaurantji.com,Coral Gables
Soya Sushi Bar,11402 NW 41st St #116,"Doral, FL 33178",Japanese,$$$,4.9/5 Google,2596,N/A,restaurantji.com,Doral
Sokai Sushi Bar,10726 NW 74th St,"Doral, FL 33166",Sushi,$$,4.9/5 Google,1382,N/A,restaurantji.com,Doral
Luka Restaurant and Coffee,11402 NW 41st St #112,"Doral, FL 33178",Latin American,$$,4.9/5 Google,1271,N/A,restaurantji.com,Doral
Miami To Brazil Rodizio,9136 NW 25th St,"Doral, FL 33172",Brazilian,$$$,4.9/5 Google,289,N/A,restaurantji.com,Doral
Bonsai Sushi Bar,10832 NW 58th St,"Doral, FL 33178",Sushi,$$,5.0/5 Google,395,N/A,restaurantji.com,Doral
Las Vegas Cuban Cuisine,8552 NW 53rd St,"Doral, FL 33166",Cuban,$$,4.8/5 Google,1048,N/A,restaurantji.com,Doral
Casa Mariano,8200 NW 27th St Ste 106,"Doral, FL 33122",Mediterranean,$$$,4.7/5 Google,380,N/A,restaurantji.com,Doral
Sabor Venezolano Doral,10722 NW 74th St,"Doral, FL 33166",Venezuelan,$$,4.8/5 Google,701,N/A,restaurantji.com,Doral
La Crema Food and Grill,7800 NW 25th St #16,"Doral, FL 33166",Caribbean,$$,4.8/5 Google,636,N/A,restaurantji.com,Doral
Divino Ceviche,2629 NW 79th Ave,"Doral, FL 33122",Peruvian,$$,4.6/5 Google,578,N/A,restaurantji.com,Doral
Rossitto's Italian Gourmet Market & Eatery,2663 E Atlantic Blvd,"Pompano Beach, FL 33062",Italian,$$,4.9/5 Google,331,N/A,Google Maps,Pompano Beach
RGS Steakhouse,360 E McNab Rd,"Pompano Beach, FL 33060",Steakhouse,$$$,4.8/5 Google,542,N/A,Google Maps,Pompano Beach
Taj Darbar Indian Cuisine,1901 N Federal Hwy Ste E112,"Pompano Beach, FL 33062",Indian,$$,4.9/5 Google,268,N/A,Google Maps,Pompano Beach
Aromas del Peru,1 N Ocean Blvd Ste 102,"Pompano Beach, FL 33062",Peruvian,$$,4.7/5 Google,433,N/A,Google Maps,Pompano Beach
La Veranda,2121 E Atlantic Blvd,"Pompano Beach, FL 33062",Italian,$$,4.5/5 Google,451,N/A,Google Maps,Pompano Beach
Nonna's Bistro & Cafe,2608 N Ocean Blvd,"Pompano Beach, FL 33062",Argentine,$$,4.7/5 Google,247,N/A,Google Maps,Pompano Beach
Ay Chavela Tacos and Cantina,900 E Atlantic Blvd #8-10,"Pompano Beach, FL 33060",Mexican,$,4.6/5 Google,135,N/A,Google Maps,Pompano Beach
YAMU Thai Japanese Restaurant,2608 N Ocean Blvd #5,"Pompano Beach, FL 33062",Asian Fusion,$$,4.8/5 Google,179,N/A,Google Maps,Pompano Beach
1804 Haitian Pizza & Fritay,427 S Federal Hwy,"Pompano Beach, FL 33060",Haitian,$,4.7/5 Google,169,N/A,Google Maps,Pompano Beach
The Vault Bar & Restaurant,61 NE 1st St Ste 1,"Pompano Beach, FL 33060",American,$$,4.8/5 Google,123,N/A,Google Maps,Pompano Beach
Kin Asian Street Food,143 SW 6th St,"Pompano Beach, FL 33060",Asian,$,4.6/5 Google,364,N/A,Google Maps,Pompano Beach
Affendi Grill,2780 E Atlantic Blvd,"Pompano Beach, FL 33062",Mediterranean,$,4.7/5 Google,140,N/A,Google Maps,Pompano Beach
9 Face Sushi Cafe,3422 E Atlantic Blvd,"Pompano Beach, FL 33062",Sushi,$$,4.7/5 Google,266,N/A,Google Maps,Pompano Beach
Sea Mario Italian Restaurant,451 S Cypress Rd,"Pompano Beach, FL 33060",Italian,$$,4.7/5 Google,117,N/A,Google Maps,Pompano Beach
Chef Dee's,3919 N Federal Hwy,"Pompano Beach, FL 33064",Seafood,$$,4.6/5 Google,254,N/A,Google Maps,Pompano Beach
Vinhus Restaurant and Grill,2201 E Atlantic Blvd,"Pompano Beach, FL 33062",Portuguese,$$,4.5/5 Google,284,N/A,Google Maps,Pompano Beach
Just Thai,1098 E Hillsboro Blvd,"Deerfield Beach, FL 33441",Thai,$$,4.7/5 Google,99,N/A,Google Maps,Deerfield Beach
Uncle Kimmy's,803 SE 8th St,"Deerfield Beach, FL 33441",American,$$,4.7/5 Google,139,N/A,Google Maps,Deerfield Beach
Lucky Lou's Raw Bar,123 NE 20th Ave,"Deerfield Beach, FL 33441",Seafood,$$,4.5/5 Google,170,N/A,Google Maps,Deerfield Beach
Phat Boy Sushi Kitchen & Bar,949 S Federal Hwy,"Deerfield Beach, FL 33441",Japanese,$$,4.4/5 Google,340,N/A,Google Maps,Deerfield Beach
Fat Boyz Barbecue Restaurant,1200 E Hillsboro Blvd,"Deerfield Beach, FL 33441",BBQ,$$,4.3/5 Google,632,N/A,Google Maps,Deerfield Beach
Patrizia's of NYC,1544 SE 3rd Ct,"Deerfield Beach, FL 33441",Italian,$$,4.0/5 Google,413,N/A,Google Maps,Deerfield Beach
Boteco do Manolo,1825 W Hillsboro Blvd,"Deerfield Beach, FL 33442",Brazilian,$$,4.3/5 Google,260,N/A,Google Maps,Deerfield Beach
Kahuna Bar & Grill,249 NE 21st Ave #81 A,"Deerfield Beach, FL 33441",American,$$,4.4/5 Google,258,N/A,Google Maps,Deerfield Beach
Thai-Sushi Express,1630 SE 3rd Ct,"Deerfield Beach, FL 33441",Thai,$,4.4/5 Google,188,N/A,Google Maps,Deerfield Beach
Sushi Song,123 NE 20th Ave,"Deerfield Beach, FL 33441",Sushi,$$,4.5/5 Google,160,N/A,Google Maps,Deerfield Beach
Le Sorelle Restaurant Downtown,507 SE Mizner Blvd,"Boca Raton, FL 33432",Italian,$$,4.9/5 Google,1246,N/A,Google Maps,Boca Raton
Kingdom Sushi,22191 Powerline Rd,"Boca Raton, FL 33433",Japanese,$$,4.9/5 Google,546,N/A,Google Maps,Boca Raton
Motek Boca Raton,5377 Town Center Rd #300,"Boca Raton, FL 33486",Mediterranean,$$,4.7/5 Google,291,N/A,Google Maps,Boca Raton
The Hen and Hog Restaurant,2151 N Federal Hwy,"Boca Raton, FL 33431",American,$$$,4.7/5 Google,576,N/A,Google Maps,Boca Raton
La Terraza Tapas & Bar,21170 St Andrews Blvd #7,"Boca Raton, FL 33433",Spanish,$$,4.8/5 Google,141,N/A,Google Maps,Boca Raton
Argentinian Grill,2521 N Federal Hwy,"Boca Raton, FL 33431",Argentine,$$,4.7/5 Google,477,N/A,Google Maps,Boca Raton
Corvina Seafood Grill,110 Plaza Real S,"Boca Raton, FL 33432",Seafood,$$$,4.4/5 Google,602,N/A,Google Maps,Boca Raton
Eathai,6299 N Federal Hwy,"Boca Raton, FL 33487",Thai,$$,4.7/5 Google,372,N/A,Google Maps,Boca Raton
Cote France,100 Plaza Real S,"Boca Raton, FL 33432",French,$$$,4.6/5 Google,612,N/A,Google Maps,Boca Raton
Embarcadero 41 Ceviche & Rolls,8188 Glades Rd,"Boca Raton, FL 33434",Peruvian,$$,4.6/5 Google,452,N/A,Google Maps,Boca Raton
Hawkers Asian Street Food,640 E Atlantic Ave,"Delray Beach, FL 33483",Asian,$$,4.7/5 Google,648,N/A,Google Maps,Delray Beach
Taki Omakase,632 E Atlantic Ave,"Delray Beach, FL 33483",Japanese,$$$,4.8/5 Google,321,N/A,Google Maps,Delray Beach
ROKA Turkish Cuisine,398 NE 5th Ave,"Delray Beach, FL 33483",Turkish,$$,4.9/5 Google,120,N/A,Google Maps,Delray Beach
MIA Kitchen & Bar,7901 W Atlantic Ave #101,"Delray Beach, FL 33446",American,$$$,4.5/5 Google,380,N/A,Google Maps,Delray Beach
Dasara Indian Cuisine,1100 Linton Blvd Ste C4,"Delray Beach, FL 33444",Indian,$$,4.5/5 Google,440,N/A,Google Maps,Delray Beach
Lucille's Bad to the Bone BBQ,9173 W Atlantic Ave #120,"Delray Beach, FL 33446",BBQ,$$,4.5/5 Google,419,N/A,Google Maps,Delray Beach
O'Connor's Irish Pub,210 NE 2nd St,"Delray Beach, FL 33444",Irish Pub,$$,4.8/5 Google,196,N/A,Google Maps,Delray Beach
Barcelona Wine Bar,22 W Atlantic Ave #140,"Delray Beach, FL 33444",Spanish,$$,4.6/5 Google,132,N/A,Google Maps,Delray Beach
Warren - American Whiskey Kitchen,15084 Lyons Rd Bay 350,"Delray Beach, FL 33446",American,$$,4.4/5 Google,566,N/A,Google Maps,Delray Beach
Shiitake Asian Bistro,4900 Linton Blvd #14,"Delray Beach, FL 33445",Asian,$$,4.6/5 Google,242,N/A,Google Maps,Delray Beach
Don Camaron Seafood Grill & Market,9491 NW 77th Ct,"Hialeah, FL",Seafood,$$,4.9/5 Google,2012,N/A,Restaurantji,Hialeah
Rio Grande Churrascaria,1255 W 46th St Unit 27,"Hialeah, FL",Brazilian,$$,4.8/5 Google,771,N/A,Restaurantji,Hialeah
Exxodo Gastro Art,5396 W 12th Ave,"Hialeah, FL",Cuban,$$,4.9/5 Google,332,N/A,Restaurantji,Hialeah
Porto Alegre Brazilian Grill Restaurant,795 E 8th Ave,"Hialeah, FL",Brazilian,$$,4.6/5 Google,610,N/A,Restaurantji,Hialeah
La Juliana Miami,3001 W 12th Ave,"Hialeah, FL",Cuban,$$,4.8/5 Google,351,N/A,Restaurantji,Hialeah
Mr Cachapa Hialeah,2085 W 76th St,"Hialeah, FL",Venezuelan,$$,4.7/5 Google,381,N/A,Restaurantji,Hialeah
